id,cost,talktime,validity,short description,long description
11463,8,,1 day,Recharge of Rs. 8 by Idea,30 MB 3G/4G Data -- Overage: 4p/10KB
11464,19,,1 hour,Recharge of Rs. 19 by Idea,Unlimited Data (4G/3G High Speed Data) -- Overage: 4p/10KB -- 
11465,21,,2 days,Recharge of Rs. 21 by Idea,85 MB 3G/4G Data -- Overage: 4p/10KB
11466,27,,3 days,Recharge of Rs. 27 by Idea,110 MB 3G/4G Data -- Overage: 4p/10KB
11468,56,,28 days,Recharge of Rs. 56 by Idea,1 GB 4G/3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan Recharge of MRP 1498
11470,69,,28 Days,Recharge of Rs. 69 by Idea,1 GB 3G/4G Data (Minimum 5 Days up to maximum 28 Days) -- Overage: 4p/10KB
11472,101,,28 days,Recharge of Rs. 101 by Idea,2 GB 4G/3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan recharge of MRP 1498
11473,101,,28 days,Recharge of Rs. 101 by Idea,1 GB 4G/3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan recharge of MRP 745
11474,121,,28 days,Recharge of Rs. 121 by Idea,1 GB 4G/3G Data -- Overage: 4p/10KB -- Available after Long Term Plan recharge of MRP 499
11477,156,,7 days,Recharge of Rs. 156 by Idea,2 GB 3G/4G Data -- Overage: 4p/10KB
11478,245,,28 days,Recharge of Rs. 245 by Idea,1.5 GB 3G/4G Data + 1.5 GB 4G ONLY -- Overage: 4p/10KB -- 
11479,246,,28 days,Recharge of Rs. 246 by Idea,2.5 GB 4G/3G Data -- Overage: 4p/10KB -- Available after Long term plan recharge of MRP 745
11480,246,,28 days,Recharge of Rs. 246 by Idea,5 GB 4G/3G Data -- Overage: 4p/10KB -- Available after Long Term plan recharge of MRP 1498
11481,253,,28 days,Recharge of Rs. 253 by Idea,2 GB 3G/4G Data + 2 GB 3G/4G on 4G 1800 device -- Overage: 4p/10KB
11482,346,,28 days,Recharge of Rs. 346 by Idea,2.5 GB 4G/3G Data -- Overage: 4p/10KB
11484,446,,28 days,Recharge of Rs. 446 by Idea,3.5 GB 4G/3G Data -- Overage: 4p/10KB
11485,496,,28 days,Recharge of Rs. 496 by Idea,5 GB 3G/4G Data + 5GB 3G/4G for 4G 1800 device -- Overage: 4p/10KB
11486,497,,28 days,Recharge of Rs. 497 by Idea,2.25 GB 3G/4G + 2.25 GB 4G Data -- Overage: 4p/10KB
11487,546,,28 days,Recharge of Rs. 546 by Idea,4.5 GB 4G/3G Data -- Overage: 4p/10KB
11488,645,,28 days,Recharge of Rs. 645 by Idea,"3GB 3G/4G -- FUP limit: 3 to 4GB @40Kbps, post 4GB @20Kbps"
11489,646,,28 days,Recharge of Rs. 646 by Idea,5.5 GB 4G/3G Data -- Overage: 4p/10KB
11490,699,,28 days,Recharge of Rs. 699 by Idea,4 GB 3G/4G + 4GB 4G Data -- Overage: 4p/10KB
11491,796,,28 days,Recharge of Rs. 796 by Idea,6.5 GB 4G/3G Data -- Overage: 4p/10KB
11493,899,,28 days,Recharge of Rs. 899 by Idea,6 GB 3G/4G Data + 6 GB 4G Data -- Overage: 4p/10KB
11494,945,,28 days,Recharge of Rs. 945 by Idea,"6 GB 3G/4G Data -- FUP limit: 6 to 7GB @40Kbps, Post 7GB @20Kbps"
11495,997,,365 days,Recharge of Rs. 997 by Idea,10 GB- 4G/3G -- Overage: 4p/10KB
11496,1099,,28 days,Recharge of Rs. 1099 by Idea,8 GB 3G/4G + 8 GB 4G Data -- Overage: 4p/10KB
11497,1199,,28 days,Recharge of Rs. 1199 by Idea,8.5 GB 3G/4G + 8.5 GB 4G Data -- Overage: 4p/10KB
11498,1249,,28 days,Recharge of Rs. 1249 by Idea,9.5 GB 3G/4G + 9.5 GB 4G Data -- Overage: 4p/10KB
11499,1345,,28 days,Recharge of Rs. 1345 by Idea,"10 GB 3G/4G Data --  FUP limit: 10 to 11GB @40Kbps, Post 11GB @20Kbps"
11500,1498,,12 months,Recharge of Rs. 1498 by Idea,"Instant 15 GB 4G/3G data benefit valid for 28 Days.For next 12 Months get 1GB 4G/3G data benefit valid for 28 days @ Just Rs 51, 2GB 4G/3G data valid for 28 Days@ just Rs101, 5GB 4G/3G data benefit valid for 28 Days@ just Rs 246 -- Overage: 1p/10KB on 4G and 4p/10KB on 3G"
11501,1499,,28 days,Recharge of Rs. 1499 by Idea,11.5 GB 3G/4G + 11.5 GB 4G Data -- Overage: 4p/10KB
11502,1845,,28 days,Recharge of Rs. 1845 by Idea,"15 GB 3G/4G FUP Data --  FUP limit: 15 to 16GB @40Kbps, Post 15GB @20Kbps"
11503,1999,,90 days,Recharge of Rs. 1999 by Idea,12 GB 3G/4G + 12 GB 4G Data -- Overage: 4p/10KB
11504,2499,,28 days,Recharge of Rs. 2499 by Idea,20 GB 3G/4G + 20 GB 4G Data -- Overage: 4p/10KB
