id,cost,talktime,validity,short description,long description
2849,46,,28 days,Recharge of Rs. 46 by Airtel,125 MB 4G/3G Data -- Data Share / Cash back does not apply
2851,49,,1 day,Recharge of Rs. 49 by Airtel,1 GB 3G/4G Data
2852,57,,7 days,Recharge of Rs. 57 by Airtel,230 MB 3G/4G Data -- Data Share / Cash back does not apply
2858,153,,28 days,Recharge of Rs. 153 by Airtel,600 MB 4G/3G Data
2859,175,,28 days,Recharge of Rs. 175 by Airtel,1 GB 4G/3G Data
2860,199,,28 days,Recharge of Rs. 199 by Airtel,"1.2 GB 3G/4G DATA, 1.2 GB 2G/3G/4G NIGHT DATA "
2862,255,,28 days,Recharge of Rs. 255 by Airtel,1.5 GB 4G/3G data. 1.5GB Happy Hours Night data (3AM to 5AM)
2863,265,,28 days,Recharge of Rs. 265 by Airtel,2 GB 3G/4G Data
2864,295,,28 days,Recharge of Rs. 295 by Airtel,2.5 GB 4G/3G data. 2.5GB Happy Hours Night data (3AM to 5AM)
2866,345,,28 days,Recharge of Rs. 345 by Airtel,Unlimited all Local+STD calls -- 1 GB/day 3G/4G data -- T&C apply.
2867,347,,28 days,Recharge of Rs. 347 by Airtel,2.5 GB 3G/4G Data -- Data Share / Cash back does not apply 
2868,351,,28 days,Recharge of Rs. 351 by Airtel,2.5 GB 4G/3G Data -- Data Share / Cash back does not apply
2869,445,,28 days,Recharge of Rs. 445 by Airtel,3.5 GB 4G/3G data. 3.5GB Happy Hours Night data(3AM to 5AM)
2871,499,,28 days,Recharge of Rs. 499 by Airtel,"2 GB 3G/4G DATA, 2 GB 3G/4G NIGHT DATA (3AM TO 5AM), 1 GB DATA/DAY FOR 4G HANDSET -- UNLIMITED LOCAL STD CALL -- T&C"
2872,549,,28 days,Recharge of Rs. 549 by Airtel,Unlimited all Local + STD calls -- 2 GB/day 3G/4G data -- T&C apply.
2873,648,,28 days,Recharge of Rs. 648 by Airtel,"3.5 GB 3G/4G DATA, 3.5 GB 3G/4G NIGHT DATA (3AM TO 5AM), 1.5 GB/DAY FOR 4G HANDSET -- LOCAL STD ALL CALL FREE -- T&C"
2874,652,,28 days,Recharge of Rs. 652 by Airtel,5.5 GB 4G/3G Data -- Data Share / Cash back does not apply
2875,655,,28 days,Recharge of Rs. 655 by Airtel,5.5 GB 3G/4G data. 5.5GB Happy Hours Night data (3AM to 5AM)
2876,799,,28 days,Recharge of Rs. 799 by Airtel,Unlimited all Local + STD calls -- 3 GB/day 3G/4G data -- T&C apply.
2877,849,,28 days,Recharge of Rs. 849 by Airtel,7.5 GB 3G/4G data. 7.5 GB Happy Hours Night data(3AM to 5AM)
2878,899,,28 days,Recharge of Rs. 899 by Airtel,"6 GB 3G/4G DATA, 6 GB 3G/4G NIGHT DATA (3AM TO 5AM), 2 GB/DAY FOR 4G HANDSET -- LOCAL STD ALL CALL FREE -- T&C"
2879,992,,365 days,Recharge of Rs. 992 by Airtel,10 GB 3G/4G Data
2880,994,,28 days,Recharge of Rs. 994 by Airtel,Unlimited all Local + STD calls -- 4 GB/day 3G/4G data -- T&C apply.
2881,1198,,28 days,Recharge of Rs. 1198 by Airtel,"9 GB 3G/4G DATA, 9 GB 3G/4G NIGHT DATA (3AM TO 5AM), 2.5 GB DATA/DAY FOR 4G HANDSET -- UNLIMITED LOCAL STD CALL -- T&C"
2882,1249,,28 days,Recharge of Rs. 1249 by Airtel,"12 GB 3G/4G DATA, AFTER 12 GB 2 GB 2G/3G Data"
2883,148,,28 days,Recharge of Rs. 148 by Airtel,"Free Local+STD Airtel mobile call -- 50 MB 3G/4G Data (28 days) -- For 4G handset,get 300 MB data"
2884,292,,28 days,Recharge of Rs. 292 by Airtel,Unlimited Local STD A2A Calls -- 100 MB 3G/4G Data 
2885,342,,28 days,Recharge of Rs. 342 by Airtel,Unlimited Local STD A2A Calls -- 200 MB 3G/4G Data 
2886,392,,28 days,Recharge of Rs. 392 by Airtel,Unlimited Local STD A2A Calls -- 300 MB 3G/4G Data 
2887,399,,28 days,Recharge of Rs. 399 by Airtel,Unlimited All Local + STD calls -- 1 GB/Day on 4G handsets/ 4G SIM and 1.25GB for rest handsets
