id,cost,talktime,validity,comments
2384,6,,7 days,"Local A2A mobile calls @10p/m, Local other mobile calls @30p/m, STD mobile calls @25p/m -- Applicable only for new subscribers as FRC/SRC"
2385,12,,84 days,Local A2A mobile calls @10p/m -- Applicable only for new subscribers as FRC/SRC
2386,14,,84 days,All Mobile Calls @ 25p/m -- Applicable only for new subscribers as FRC/SRC
2387,48,,35 Days,All Unlimited Local + STD calls in National Roaming (35 Days). For 4G H/s and 4G SIM (84 days) -- Applicable only on FRC 445(T&C apply) -- Applicable only for new subscribers as FRC/SRC
2388,52,17,28 days,"All Local Mobile and STD calls @1.75p/sec, LL @2.5p/sec --  -- 50 MB 3G/4G Data -- Applicable only for new subscribers as FRC/SRC"
2389,88,53,28 days,"All Local Mobile and STD calls @1.75p/sec, LL @2.5p/sec --  -- 50 MB 3G/4G Data -- Applicable only for new subscribers as FRC/SRC"
2390,108,73,28 days,"All Local Mobile and STD calls @1.75p/sec, LL @2.5p/sec --  -- 50 MB 3G/4G Data -- Applicable only for new subscribers as FRC/SRC"
2391,116,15,28 days,"All Local Mobile and STD calls @1.75p/sec, LL @2.5p/sec -- Data-2 GB (4G H/s) and 1GB (Non 4G H/s), -- Applicable only for new subscribers as FRC/SRC"
2392,126,86,28 days,"All Local Mobile and STD calls @1.75p/sec, LL @2.5p/sec --  -- 50 MB 3G/4G Data -- Applicable only for new subscribers as FRC/SRC"
2393,145,,28 days,Unlimited Local & STD Airtel calls -- 2 GB data on 4G Handset with 4G SIM and 1 GB for others -- T&C apply -- Applicable only for new subscribers as FRC/SRC
2394,195,,28 days,"Ultd A2A L+N, 150Min A2M -- 2 GB 4G H/s & 1 GB for non 4G H/s -- All Local Mob & STD calls 1.5p/s, LL 2.5p/s -- Applicable only for new subscribers as FRC/SRC"
2395,257,,30 days,"1 GB 3G/4G Data -- All Local Mobile and STD calls 1p/sec, LL 2.5p/sec, for 4G handsets claim your extra 9GB on my airtel app -- Applicable only for new subscribers as FRC/SRC"
2396,293,,84 days,4G handset with 4G SIM: Unlimited Local + STD Airtel mobile -- 1 GB/day Data (84 days)Other handset: Unlimited Local + STD -- 2 GB Data (35 days). T&C apply. -- Applicable only for new subscribers as FRC/SRC
2397,345,,28 days,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
2398,445,,84 Days,4G handset with 4G SIM: Unlimited Local + STD -- 1GB day Data (84 days)Other handset: Unlimited Local + STD -- 2 GB Data (35 days) -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
