id,cost,talktime,validity,comments
9202,16,,2 days,65 MB 3G/4G Data -- Overage: 4p/10KB -- 
9203,19,,1 hour,Unlimited 3G/4G Data (3G High Speed) -- Overage: 4p/10KB -- 
9204,22,,2 days,90 MB 3G/4G Data -- Overage: 4p/10KB
9205,37,,4 days,150 MB 3G/4G Data -- Overage: 4p/10KB  -- 
9206,45,,28 days,500 MB 3G/4G Data -- Overage: 4p/10KB -- 
9207,48,,28 days,160 MB 3G/4G Data -- Overage: 4p/10KB
9208,49,,1 day,1 GB 3G/4G Data -- Overage: 4p/10KB -- 
9209,52,,28 days,1 GB 4G/3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan Recharge of MRP 1495
9210,56,,6 days,225 MB 3G/4G Data -- Overage: 4p/10KB
9211,65,,3 days,1 GB 3G/4G Data -- Overage: 4p/10KB
9212,72,,8 days,250 MB 3G/4G Data -- Overage: 4p/10KB
9213,74,,7 days,300 MB 3G/4G Data -- Overage: 4p/10KB
9214,76,,7 days,305 MB 3G/4G -- Overage: 4p/10KB
9215,94,,28 days,1 GB 3G/4G Data -- Overage: 4p/10KB
9216,97,,5 days,1 GB 3G/4G Data -- Overage: 4p/10KB
9217,105,,28 days,2 GB 4G/3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan recharge of MRP 1495
9218,105,,28 days,1 GB 4G/3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan recharge of MRP 745
9220,119,,12 days,475 MB 3G/4G Data -- Overage: 4p/10KB
9221,123,,28 days,1GB (00.00.00 hours to 05.59.59 hours) 3G/4G -- Overage: 4p/10KB
9222,125,,12 days,500 MB 3G/4G Data -- Overage: 4p/10KB 
9224,135,,15 days,540 MB 3G/4G Data -- Overage: 4p/10KB
9225,149,,15 days,1GB 3G/4G (424 MB 3G/4G + 600MB 4G) -- Overage: 4p/10 KB -- 600 MB 4G is a onetime benefit and  can be used only when customer have 4G Handset + 4G SIM + 4G Network. On subsequent recharge customers will only get 424 MB 3G/4G
9226,154,,15 days,600 MB 3G/4G Data -- Overage: 4p/10KB
9227,157,,7 days,2 GB 3G/4G Data -- Overage: 4p/10KB
9228,169,,20 days,675 MB 3G/4G Data -- Overage: 4p/10KB
9230,175,,28 days,1 GB 3G/4G Data -- Overage: 4p/10KB
9233,198,,21 days,800 MB 3G/4G -- Overage: 4p/10KB 
9234,219,,20 days,875 MB 3G/4G Data -- Overage: 4p/10KB
9235,225,,15 days,900 MB 3G/4G Data -- Overage: 4p/10KB
9236,245,,28 days,2.5 GB 4G/3G Data -- Overage: 4p/10KB -- Available after Long term plan recharge of MRP 745
9237,245,,28 days,5 GB 4G/3G Data -- Overage: 4p/10KB -- Available after Long Term plan recharge of MRP 1495
9238,253,,28 days,1.5 GB 3G/4G Data -- Overage: 4p/10KB -- 
9239,255,,28 days,1 GB 3G/4G -- Overage: 4p/10KB
9241,348,,28 days,2.5 GB 3G/4G Data -- Overage: 4p/10KB  -- 
9242,349,,28 days,"Unlimited Local/STD calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- Daily 1GB 3G/4G data -- Get 5% of MRP as TT on recharges through My Idea App and Idea Website -- This STV should not be used for any commercial activity"
9243,375,,28 days,1.75 GB 3G/4G -- Overage: 4p/10KB
9245,449,,28 days,3.5 GB 3G/4G Data -- Overage: 4p/10KB
9246,499,,28 days,"Unlimited Local/STD Calls --  Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- 5 GB 3G/4G Data -- Get 5% of MRP as TT on recharges through My Idea App and Idea Website -- This STV should not be used for any commercial activity."
9247,504,,28 days,2.5 GB 3G/4G -- Overage: 4p/10KB
9249,599,,28 days,5 GB 3G/4G Data -- Overage: 4p/10KB
9250,645,,28 days,5.5 GB 3G/4G Data -- Overage: 4p/10KB
9251,649,,28 days,Unlimited 3 GB FUP 3G/4G -- FUP limit: Speed from 3 GB to 4 GB upto 40kbps & After 4 GB speed @20 Kbps
9252,697,,84 days,Unlimited Local/STD/Roaming (local+National) outgoing calls -- Daily 1.5 GB 3G/4G on 4G handsets (6GB for other handsets) -- Get 10% of MRP as TT on recharges through My Idea App and Idea Website
9253,745,,6 months,"Instant 7 GB 3G/4G Data (28 days) -- For next 6 months, get 1 GB 3G/4G Data (28 days) @ Just Rs.105, 2.5 GB 3G/4G Data (28 days) @ Rs.245 -- Overage: 4p/10KB"
9254,746,,28 days,6.5 GB 3G/4G Data -- Overage: 4p/10KB
9255,749,,28 days,Unlimited 4 GB FUP 3G/4G -- FUP limit: Speed from 4 GB to 5 GB upto 40kbps & After 5 GB speed @20 Kbps
9257,845,,28 days,7.5 GB 3G/4G Data -- Overage: 4p/10KB
9258,849,,28 days,Unlimited 5 GB FUP 3G/4G -- FUP limit: Speed from 5 GB to 6 GB upto 40kbps & After 6 GB speed @20 Kbps
9259,946,,28 days,4GB Day/Night + 4GB Night* -- Overage: 4p/10KB
9260,949,,28 days,Unlimited 6 GB FUP 3G/4G -- FUP limit: Speed from 6 GB to 7 GB upto 40kbps & After 7 GB speed @20 Kbps
