id,cost,talktime,validity,comments
14597,8,,2 days,"Local Reliance calls @15p/min, Local Other and STD@ 30p/min"
14598,9,,2 days,120 Local Reliance Minutes
14599,13,,1 day ,Unlimited Local and STD Onnet in home and roaming Unlimited Local and STD Offnet landline in home and roaming @30 min Local and STD Offnet mobile in home and roaming Incoming roaming  -- 
14600,18,,3 days,"Local Reliance calls @15p/min, Local Other and STD@ 30p/min"
14601,19,,14 days,All Local & STD Calls @ 20p/min
14602,24,,7 days,95 Local Reliance minutes free
14603,26,,2 days,All Local and STD reliance calls at 5p/min
14604,31,,28 days,All local and STD calls @ 30p/min
14605,34,,21 days,All Local Mobile Calls @ 25p/min ans STD Mobile Calls @ 30p/min
14606,35,,3 days,70 Local Mobile Minutes
14607,36,,7 days,Unlimited Local Reliance calls
14608,37,,28 days,All Local & STD Calls @ 20p/min
14609,38,,28 days,All Local Mobile Calls @ 25p/min and STD Mobile Calls @ 30p/min
14610,41,,21 days,"Local + STD + Roam (Loc+STD) Calls @ 35p/min, Roaming IC Free"
14611,49,,30 days,"Local + STD + Roam (Loc+STD) Calls @ 35p/min, Roaming IC Free"
14612,57,,21 days,650 Local Reliance Minutes
14613,63,,28 days,650 Local Reliance Mobile Minutes
14614,69,,10 days,300 Local Reliance mins and 150 Local Reliance Night (11pm - 6am) minutes free
14615,72,,90 days,Local calls @25P/Min & STD calls @30P/Min
14616,84,,7 days,Unlimited Local & STD Onnet in home and roaming Unlimited Local & STD Offnet landline in home and roaming 30 min/day Local & STD Offnet mobile in home and roaming Incoming roaming Free
14617,88,,28 days,1100 Local Reliance minutes Free
14618,91,,7 days,All Local and STD reliance calls at 5p/min
14619,98,,28 days,300 Local minutes
14620,111,,21 days,Unlimited Local Reliance Calls
14621,119,,28 days,Unlimited Local Reliance Calls
14622,149,,28 days,23000 Local and STD Mobile Seconds
14623,185,,28 days,700 Local minutes
14624,195,,14 days,Unlimited Local Reliance Calls
14625,197,,28 days,450 Local/STD minutes free
14626,295,,28 days,Unlimited Local & STD Onnet in home and roaming Unlimited Local & STD Offnet landline in home and roaming 30 min/day Local & STD Offnet mobile in home and roaming Incoming roaming Free
