id,cost,talktime,validity,comments
11842,6,,7 days,Local Idea Mobile @ 10p/Min
11843,14,,30 days,Local Idea Mobile @ 10p/Min
11844,16,,3 days,Local Idea calling @10p/min & Local Mobile calling @30p/min
11845,19,,30 days,All Local Mobile calling @ 30p/Min
11846,22,,30 days,Local Idea Mobile @ 10p/Min
11847,27,,30 days,Local Idea calling @10p/min & Local Mobile calling @30p/min
11848,32,,60 days,Local Idea Mobile @ 10p/Min
11849,35,,7 days,All India Mobile calling @ 30p/Min
11850,39,,30 days,Local Idea calling @10p/min & Local Mobile calling @30p/min & STD Calling @ 30p/min
11851,47,,30 days,All India Mobile calling @ 25p/Min
11852,53,,30 days,200 Local + STD Mobile Minutes
11853,64,,60 days,All Local Mobile calling @ 30p/Min
11854,68,,90 days,Local Mobile & STD Mob calling @ 40p/min
11855,69,,30 days,Local Idea calling @10p/min & Local Mobile calling @30p/min
11856,81,,90 days,All Local Mobile calling @ 30p/Min
11857,85,,60 days,Local Mobile & STD Mob calling @ 30p/min
11858,97,,30 days,"10,000 Local Mobile secs"
11859,99,,30 days,400 Local + STD Mobile Minutes
11860,109,,60 days,Local Idea calling @10p/min & Local Mobile calling @30p/min
11861,122,,90 days,Local Idea calling @20p/min & Local Mobile calling @30p/min
11862,133,,90 days,Local Mobile & STD Mob calling @ 30p/min
11863,139,,90 days,Local Idea calling @10p/min & Local Mobile calling @30p/min
11864,151,,28 days,"14,000 to 20,000 Local Mobile Calling Secs"
11865,195,,30 days,800 Local + STD Mobile Minutes
11866,197,,30 days,"30,000 Local Mobile secs"
